,dataset,walk_strategy,walk_length,dimension,window,learning_methd,training_algorithms,n_sentences,simlarity_value,cdt_similarity,natt_sim,y_true,y_pred,F1_score,recall,precision,s1(source),s2(target),it,execution_time,Dataset,relation,relation2
1078,amazon_google_exp,metapath2vec,1000,64,3,skipgram,word2vec,10000,0.75,0.8,5,"[1, 1, 1, 1]","[1, 1, 1, 1]",1.0,1.0,1.0,"['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",6,0 days 00:00:59.705568,tests_stability,amazon_google_exp,dataframes
1079,assays_horizontal_50_ec_av,metapath2vec,1000,64,3,skipgram,word2vec,10000,0.75,0.8,5,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.0,1.0,"['assay_id', 'doc_id', 'description', 'assay_type', 'assay_test_type', 'assay_category', 'assay_organism', 'assay_tax_id', 'assay_strain', 'assay_tissue', 'assay_cell_type', 'assay_subcellular_fraction', 'tid', 'relationship_type', 'confidence_score', 'curated_by', 'src_id', 'src_assay_id', 'chembl_id', 'cell_id', 'bao_format', 'tissue_id', 'variant_id']","['assay_id', 'chembl_id', 'description', 'doc_id', 'assay_tissue', 'tissue_id', 'assay_tax_id', 'assay_organism', 'tid', 'bao_format', 'confidence_score', 'relationship_type', 'assay_type', 'curated_by', 'assay_test_type', 'cell_id', 'assay_cell_type', 'assay_strain', 'src_id', 'assay_subcellular_fraction']",0,0 days 00:02:02.483362,tests_stability,assays_horizontal_50_ec_av,dataframes
1080,fodors_zagats,metapath2vec,1000,64,3,skipgram,word2vec,10000,0.75,0.8,5,"[1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1]",1.0,1.0,1.0,"['id', 'name', 'addr', 'city', 'phone', 'type', 'class']","['name', 'id', 'phone', 'class', 'addr', 'type', 'city']",9,0 days 00:00:38.772252,tests_stability,fodors_zagats,dataframes
1081,prospect_horizontal_50_ec_av,metapath2vec,1000,64,3,skipgram,word2vec,10000,0.75,0.8,5,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.0,1.0,"['AgencyID', 'LastName', 'FirstName', 'MiddleInitial', 'Gender', 'AddressLine1', 'AddressLine2', 'PostalCode', 'City', 'State', 'Country', 'Phone', 'Income', 'NumberCars', 'NumberChildren', 'MaritalStatus', 'Age', 'CreditRating', 'OwnOrRentFlag', 'Employer', 'NumberCreditCards', 'NetWorth']","['AgencyID', 'FirstName', 'LastName', 'PostalCode', 'AddressLine1', 'Phone', 'NetWorth', 'AddressLine2', 'Income', 'Employer', 'CreditRating', 'City', 'Age', 'State', 'MiddleInitial', 'Gender', 'NumberCreditCards', 'NumberChildren', 'NumberCars', 'MaritalStatus', 'OwnOrRentFlag', 'Country']",4,0 days 00:01:56.713927,tests_stability,prospect_horizontal_50_ec_av,dataframes
1082,fodors_zagats,metapath2vec,1000,64,3,skipgram,word2vec,10000,0.75,0.8,5,"[1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1]",1.0,1.0,1.0,"['id', 'name', 'addr', 'city', 'phone', 'type', 'class']","['name', 'id', 'class', 'phone', 'addr', 'type', 'city']",5,0 days 00:00:38.808329,tests_stability,fodors_zagats,dataframes
1083,prospect_horizontal_0_ec_av,metapath2vec,1000,64,3,skipgram,word2vec,10000,0.75,0.8,5,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.0,1.0,"['AgencyID', 'LastName', 'FirstName', 'MiddleInitial', 'Gender', 'AddressLine1', 'AddressLine2', 'PostalCode', 'City', 'State', 'Country', 'Phone', 'Income', 'NumberCars', 'NumberChildren', 'MaritalStatus', 'Age', 'CreditRating', 'OwnOrRentFlag', 'Employer', 'NumberCreditCards', 'NetWorth']","['FirstName', 'LastName', 'AgencyID', 'PostalCode', 'AddressLine2', 'Phone', 'AddressLine1', 'NetWorth', 'Income', 'Employer', 'CreditRating', 'City', 'Age', 'State', 'MiddleInitial', 'Gender', 'NumberCreditCards', 'NumberCars', 'NumberChildren', 'MaritalStatus', 'OwnOrRentFlag', 'Country']",8,0 days 00:01:53.471918,tests_stability,prospect_horizontal_0_ec_av,dataframes
1084,prospect_horizontal_0_ec_av,metapath2vec,1000,64,3,skipgram,word2vec,10000,0.75,0.8,5,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.0,1.0,"['AgencyID', 'LastName', 'FirstName', 'MiddleInitial', 'Gender', 'AddressLine1', 'AddressLine2', 'PostalCode', 'City', 'State', 'Country', 'Phone', 'Income', 'NumberCars', 'NumberChildren', 'MaritalStatus', 'Age', 'CreditRating', 'OwnOrRentFlag', 'Employer', 'NumberCreditCards', 'NetWorth']","['AgencyID', 'FirstName', 'LastName', 'PostalCode', 'NetWorth', 'AddressLine2', 'Phone', 'AddressLine1', 'Income', 'Employer', 'CreditRating', 'City', 'Age', 'State', 'MiddleInitial', 'Gender', 'NumberCreditCards', 'NumberCars', 'NumberChildren', 'MaritalStatus', 'OwnOrRentFlag', 'Country']",3,0 days 00:01:52.778955,tests_stability,prospect_horizontal_0_ec_av,dataframes
1085,assays_horizontal_0_ec_ev,metapath2vec,1000,64,3,skipgram,word2vec,10000,0.75,0.8,5,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.0,1.0,"['assay_id', 'doc_id', 'description', 'assay_type', 'assay_test_type', 'assay_category', 'assay_organism', 'assay_tax_id', 'assay_strain', 'assay_tissue', 'assay_cell_type', 'assay_subcellular_fraction', 'tid', 'relationship_type', 'confidence_score', 'curated_by', 'src_id', 'src_assay_id', 'chembl_id', 'cell_id', 'bao_format', 'tissue_id', 'variant_id']","['assay_id', 'chembl_id', 'description', 'doc_id', 'assay_tissue', 'tissue_id', 'assay_tax_id', 'assay_organism', 'tid', 'bao_format', 'relationship_type', 'assay_type', 'confidence_score', 'assay_test_type', 'curated_by', 'cell_id', 'assay_cell_type', 'src_id', 'assay_strain', 'assay_subcellular_fraction']",0,0 days 00:01:54.781234,tests_stability,assays_horizontal_0_ec_ev,dataframes
1086,musicians_unionable,metapath2vec,1000,64,3,skipgram,word2vec,10000,0.75,0.8,5,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.92,0.85,1.0,"['musician', 'musicianLabel', 'genderLabel', 'birthDate', 'cityLabel', 'familyNameLabel', 'givenNameLabel', 'fatherLabel', 'motherLabel', 'partner', 'numberOfChildren', 'genreLabel', 'websiteLabel', 'residenceLabel', 'ethnicityLabel', 'religionLabel', 'activityStart', 'twitterNameLabel', 'geniusNameLabel', 'recordLabelLabel']","['musicianID', 'birthDate', 'webpage', 'familyName', 'musicianName', 'twitterUsername', 'city', 'geniusNameLabel', 'forename', 'spouse', 'recordCompany', 'fatherName', 'motherName', 'residence', 'kind', 'kickoff', 'ethnicity', 'religionLabel', 'NChildren', 'genderType']",9,0 days 00:01:45.428339,tests_stability,Musicians_unionable,dataframes
1087,assays_horizontal_0_ec_ev,metapath2vec,1000,64,3,skipgram,word2vec,10000,0.75,0.8,5,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.0,1.0,"['assay_id', 'doc_id', 'description', 'assay_type', 'assay_test_type', 'assay_category', 'assay_organism', 'assay_tax_id', 'assay_strain', 'assay_tissue', 'assay_cell_type', 'assay_subcellular_fraction', 'tid', 'relationship_type', 'confidence_score', 'curated_by', 'src_id', 'src_assay_id', 'chembl_id', 'cell_id', 'bao_format', 'tissue_id', 'variant_id']","['assay_id', 'chembl_id', 'description', 'doc_id', 'assay_tissue', 'tissue_id', 'assay_tax_id', 'assay_organism', 'tid', 'bao_format', 'confidence_score', 'relationship_type', 'assay_type', 'assay_test_type', 'curated_by', 'cell_id', 'assay_cell_type', 'assay_strain', 'assay_subcellular_fraction', 'src_id']",3,0 days 00:01:48.293755,tests_stability,assays_horizontal_0_ec_ev,dataframes
1088,musicians_unionable,metapath2vec,1000,64,3,skipgram,word2vec,10000,0.75,0.8,5,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.92,0.85,1.0,"['musician', 'musicianLabel', 'genderLabel', 'birthDate', 'cityLabel', 'familyNameLabel', 'givenNameLabel', 'fatherLabel', 'motherLabel', 'partner', 'numberOfChildren', 'genreLabel', 'websiteLabel', 'residenceLabel', 'ethnicityLabel', 'religionLabel', 'activityStart', 'twitterNameLabel', 'geniusNameLabel', 'recordLabelLabel']","['musicianID', 'birthDate', 'webpage', 'familyName', 'musicianName', 'twitterUsername', 'city', 'geniusNameLabel', 'forename', 'spouse', 'recordCompany', 'fatherName', 'motherName', 'residence', 'kind', 'kickoff', 'ethnicity', 'religionLabel', 'NChildren', 'genderType']",5,0 days 00:01:42.752282,tests_stability,Musicians_unionable,dataframes
1089,prospect_horizontal_50_ec_av,metapath2vec,1000,64,3,skipgram,word2vec,10000,0.75,0.8,5,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.0,1.0,"['AgencyID', 'LastName', 'FirstName', 'MiddleInitial', 'Gender', 'AddressLine1', 'AddressLine2', 'PostalCode', 'City', 'State', 'Country', 'Phone', 'Income', 'NumberCars', 'NumberChildren', 'MaritalStatus', 'Age', 'CreditRating', 'OwnOrRentFlag', 'Employer', 'NumberCreditCards', 'NetWorth']","['FirstName', 'AgencyID', 'LastName', 'PostalCode', 'Phone', 'AddressLine2', 'AddressLine1', 'NetWorth', 'Income', 'Employer', 'CreditRating', 'City', 'Age', 'State', 'MiddleInitial', 'Gender', 'NumberCreditCards', 'NumberChildren', 'MaritalStatus', 'NumberCars', 'OwnOrRentFlag', 'Country']",8,0 days 00:01:52.293795,tests_stability,prospect_horizontal_50_ec_av,dataframes
1090,assays_horizontal_100_ec_av,metapath2vec,1000,64,3,skipgram,word2vec,10000,0.75,0.8,5,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.0,1.0,"['assay_id', 'doc_id', 'description', 'assay_type', 'assay_test_type', 'assay_category', 'assay_organism', 'assay_tax_id', 'assay_strain', 'assay_tissue', 'assay_cell_type', 'assay_subcellular_fraction', 'tid', 'relationship_type', 'confidence_score', 'curated_by', 'src_id', 'src_assay_id', 'chembl_id', 'cell_id', 'bao_format', 'tissue_id', 'variant_id']","['chembl_id', 'assay_id', 'description', 'doc_id', 'assay_tissue', 'tissue_id', 'assay_tax_id', 'assay_organism', 'tid', 'bao_format', 'assay_type', 'relationship_type', 'confidence_score', 'assay_test_type', 'curated_by', 'assay_cell_type', 'cell_id', 'src_id', 'assay_subcellular_fraction', 'assay_strain']",9,0 days 00:01:52.615720,tests_stability,assays_horizontal_100_ec_av,dataframes
1091,assays_horizontal_100_ec_av,metapath2vec,1000,64,3,skipgram,word2vec,10000,0.75,0.8,5,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.0,1.0,"['assay_id', 'doc_id', 'description', 'assay_type', 'assay_test_type', 'assay_category', 'assay_organism', 'assay_tax_id', 'assay_strain', 'assay_tissue', 'assay_cell_type', 'assay_subcellular_fraction', 'tid', 'relationship_type', 'confidence_score', 'curated_by', 'src_id', 'src_assay_id', 'chembl_id', 'cell_id', 'bao_format', 'tissue_id', 'variant_id']","['assay_id', 'chembl_id', 'description', 'doc_id', 'tissue_id', 'assay_tissue', 'assay_tax_id', 'assay_organism', 'tid', 'bao_format', 'assay_type', 'confidence_score', 'relationship_type', 'curated_by', 'assay_test_type', 'assay_cell_type', 'cell_id', 'src_id', 'assay_subcellular_fraction', 'assay_strain']",6,0 days 00:01:52.552564,tests_stability,assays_horizontal_100_ec_av,dataframes
1092,prospect_horizontal_0_ec_av,metapath2vec,1000,64,3,skipgram,word2vec,10000,0.75,0.8,5,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.0,1.0,"['AgencyID', 'LastName', 'FirstName', 'MiddleInitial', 'Gender', 'AddressLine1', 'AddressLine2', 'PostalCode', 'City', 'State', 'Country', 'Phone', 'Income', 'NumberCars', 'NumberChildren', 'MaritalStatus', 'Age', 'CreditRating', 'OwnOrRentFlag', 'Employer', 'NumberCreditCards', 'NetWorth']","['AgencyID', 'FirstName', 'LastName', 'PostalCode', 'Phone', 'AddressLine2', 'Income', 'AddressLine1', 'NetWorth', 'Employer', 'CreditRating', 'City', 'Age', 'State', 'MiddleInitial', 'Gender', 'NumberCreditCards', 'NumberCars', 'NumberChildren', 'MaritalStatus', 'OwnOrRentFlag', 'Country']",6,0 days 00:01:53.533571,tests_stability,prospect_horizontal_0_ec_av,dataframes
1093,dblp_acm,metapath2vec,1000,64,3,skipgram,word2vec,10000,0.75,0.8,5,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]",1.0,1.0,1.0,"['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",3,0 days 00:01:16.357155,tests_stability,dblp_acm,dataframes
1094,prospect_horizontal_0_ec_av,metapath2vec,1000,64,3,skipgram,word2vec,10000,0.75,0.8,5,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.0,1.0,"['AgencyID', 'LastName', 'FirstName', 'MiddleInitial', 'Gender', 'AddressLine1', 'AddressLine2', 'PostalCode', 'City', 'State', 'Country', 'Phone', 'Income', 'NumberCars', 'NumberChildren', 'MaritalStatus', 'Age', 'CreditRating', 'OwnOrRentFlag', 'Employer', 'NumberCreditCards', 'NetWorth']","['LastName', 'AgencyID', 'FirstName', 'AddressLine2', 'Phone', 'PostalCode', 'NetWorth', 'AddressLine1', 'Income', 'Employer', 'CreditRating', 'City', 'Age', 'State', 'MiddleInitial', 'Gender', 'NumberCreditCards', 'NumberCars', 'NumberChildren', 'MaritalStatus', 'OwnOrRentFlag', 'Country']",1,0 days 00:01:53.149938,tests_stability,prospect_horizontal_0_ec_av,dataframes
1095,assays_horizontal_50_ec_av,metapath2vec,1000,64,3,skipgram,word2vec,10000,0.75,0.8,5,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.0,1.0,"['assay_id', 'doc_id', 'description', 'assay_type', 'assay_test_type', 'assay_category', 'assay_organism', 'assay_tax_id', 'assay_strain', 'assay_tissue', 'assay_cell_type', 'assay_subcellular_fraction', 'tid', 'relationship_type', 'confidence_score', 'curated_by', 'src_id', 'src_assay_id', 'chembl_id', 'cell_id', 'bao_format', 'tissue_id', 'variant_id']","['chembl_id', 'assay_id', 'description', 'doc_id', 'assay_tissue', 'tissue_id', 'assay_organism', 'assay_tax_id', 'tid', 'bao_format', 'assay_type', 'relationship_type', 'assay_test_type', 'confidence_score', 'curated_by', 'assay_cell_type', 'cell_id', 'assay_subcellular_fraction', 'src_id', 'assay_strain']",4,0 days 00:02:03.349645,tests_stability,assays_horizontal_50_ec_av,dataframes
1096,assays_horizontal_0_ec_ev,metapath2vec,1000,64,3,skipgram,word2vec,10000,0.75,0.8,5,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.0,1.0,"['assay_id', 'doc_id', 'description', 'assay_type', 'assay_test_type', 'assay_category', 'assay_organism', 'assay_tax_id', 'assay_strain', 'assay_tissue', 'assay_cell_type', 'assay_subcellular_fraction', 'tid', 'relationship_type', 'confidence_score', 'curated_by', 'src_id', 'src_assay_id', 'chembl_id', 'cell_id', 'bao_format', 'tissue_id', 'variant_id']","['chembl_id', 'assay_id', 'description', 'doc_id', 'assay_tissue', 'tissue_id', 'assay_organism', 'assay_tax_id', 'tid', 'bao_format', 'assay_type', 'confidence_score', 'relationship_type', 'curated_by', 'assay_test_type', 'cell_id', 'assay_cell_type', 'assay_strain', 'assay_subcellular_fraction', 'src_id']",2,0 days 00:01:55.418195,tests_stability,assays_horizontal_0_ec_ev,dataframes
1097,prospect_horizontal_50_ec_av,metapath2vec,1000,64,3,skipgram,word2vec,10000,0.75,0.8,5,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.0,1.0,"['AgencyID', 'LastName', 'FirstName', 'MiddleInitial', 'Gender', 'AddressLine1', 'AddressLine2', 'PostalCode', 'City', 'State', 'Country', 'Phone', 'Income', 'NumberCars', 'NumberChildren', 'MaritalStatus', 'Age', 'CreditRating', 'OwnOrRentFlag', 'Employer', 'NumberCreditCards', 'NetWorth']","['LastName', 'AgencyID', 'FirstName', 'Phone', 'PostalCode', 'AddressLine1', 'AddressLine2', 'NetWorth', 'Income', 'Employer', 'CreditRating', 'City', 'Age', 'State', 'MiddleInitial', 'Gender', 'NumberCreditCards', 'NumberChildren', 'NumberCars', 'MaritalStatus', 'OwnOrRentFlag', 'Country']",9,0 days 00:01:51.896425,tests_stability,prospect_horizontal_50_ec_av,dataframes
1098,amazon_google_exp,metapath2vec,1000,64,3,skipgram,word2vec,10000,0.75,0.8,5,"[1, 1, 1, 1]","[1, 1, 1, 1]",1.0,1.0,1.0,"['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",7,0 days 00:00:57.216500,tests_stability,amazon_google_exp,dataframes
1099,dblp_acm,metapath2vec,1000,64,3,skipgram,word2vec,10000,0.75,0.8,5,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]",1.0,1.0,1.0,"['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",6,0 days 00:01:06.928676,tests_stability,dblp_acm,dataframes
1100,assays_horizontal_0_ec_ev,metapath2vec,1000,64,3,skipgram,word2vec,15000,0.75,0.8,5,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.0,1.0,"['assay_id', 'doc_id', 'description', 'assay_type', 'assay_test_type', 'assay_category', 'assay_organism', 'assay_tax_id', 'assay_strain', 'assay_tissue', 'assay_cell_type', 'assay_subcellular_fraction', 'tid', 'relationship_type', 'confidence_score', 'curated_by', 'src_id', 'src_assay_id', 'chembl_id', 'cell_id', 'bao_format', 'tissue_id', 'variant_id']","['chembl_id', 'assay_id', 'description', 'doc_id', 'assay_tissue', 'tissue_id', 'assay_organism', 'assay_tax_id', 'tid', 'bao_format', 'confidence_score', 'assay_type', 'relationship_type', 'assay_test_type', 'curated_by', 'cell_id', 'assay_cell_type', 'src_id', 'assay_subcellular_fraction', 'assay_strain']",1,0 days 00:02:10.740929,tests_stability,assays_horizontal_0_ec_ev,dataframes
1101,beeradvo_ratebeer,metapath2vec,1000,64,3,skipgram,word2vec,15000,0.75,0.8,5,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]",1.0,1.0,1.0,"['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",9,0 days 00:01:09.955146,tests_stability,beeradvo_ratebeer,dataframes
1102,prospect_horizontal_50_ec_av,metapath2vec,1000,64,3,skipgram,word2vec,15000,0.75,0.8,5,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.0,1.0,"['AgencyID', 'LastName', 'FirstName', 'MiddleInitial', 'Gender', 'AddressLine1', 'AddressLine2', 'PostalCode', 'City', 'State', 'Country', 'Phone', 'Income', 'NumberCars', 'NumberChildren', 'MaritalStatus', 'Age', 'CreditRating', 'OwnOrRentFlag', 'Employer', 'NumberCreditCards', 'NetWorth']","['AgencyID', 'FirstName', 'LastName', 'Phone', 'PostalCode', 'AddressLine1', 'AddressLine2', 'NetWorth', 'Income', 'Employer', 'CreditRating', 'City', 'Age', 'State', 'MiddleInitial', 'Gender', 'NumberCreditCards', 'NumberCars', 'NumberChildren', 'MaritalStatus', 'OwnOrRentFlag', 'Country']",5,0 days 00:02:16.124682,tests_stability,prospect_horizontal_50_ec_av,dataframes
1103,prospect_horizontal_50_ec_av,metapath2vec,1000,64,3,skipgram,word2vec,15000,0.75,0.8,5,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.0,1.0,"['AgencyID', 'LastName', 'FirstName', 'MiddleInitial', 'Gender', 'AddressLine1', 'AddressLine2', 'PostalCode', 'City', 'State', 'Country', 'Phone', 'Income', 'NumberCars', 'NumberChildren', 'MaritalStatus', 'Age', 'CreditRating', 'OwnOrRentFlag', 'Employer', 'NumberCreditCards', 'NetWorth']","['FirstName', 'LastName', 'AgencyID', 'PostalCode', 'AddressLine2', 'Phone', 'AddressLine1', 'NetWorth', 'Income', 'Employer', 'CreditRating', 'City', 'Age', 'State', 'MiddleInitial', 'Gender', 'NumberCreditCards', 'NumberCars', 'NumberChildren', 'MaritalStatus', 'OwnOrRentFlag', 'Country']",4,0 days 00:02:15.087609,tests_stability,prospect_horizontal_50_ec_av,dataframes
1104,amazon_google_exp,metapath2vec,1000,64,3,skipgram,word2vec,15000,0.75,0.8,5,"[1, 1, 1, 1]","[1, 1, 1, 1]",1.0,1.0,1.0,"['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",1,0 days 00:01:18.813466,tests_stability,amazon_google_exp,dataframes
1105,assays_horizontal_100_ec_av,metapath2vec,1000,64,3,skipgram,word2vec,15000,0.75,0.8,5,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.0,1.0,"['assay_id', 'doc_id', 'description', 'assay_type', 'assay_test_type', 'assay_category', 'assay_organism', 'assay_tax_id', 'assay_strain', 'assay_tissue', 'assay_cell_type', 'assay_subcellular_fraction', 'tid', 'relationship_type', 'confidence_score', 'curated_by', 'src_id', 'src_assay_id', 'chembl_id', 'cell_id', 'bao_format', 'tissue_id', 'variant_id']","['assay_id', 'chembl_id', 'description', 'doc_id', 'tissue_id', 'assay_tissue', 'assay_organism', 'assay_tax_id', 'tid', 'bao_format', 'relationship_type', 'assay_type', 'confidence_score', 'assay_test_type', 'curated_by', 'assay_cell_type', 'cell_id', 'assay_subcellular_fraction', 'assay_strain', 'src_id']",8,0 days 00:02:09.996814,tests_stability,assays_horizontal_100_ec_av,dataframes
1106,prospect_horizontal_0_ec_av,metapath2vec,1000,64,3,skipgram,word2vec,15000,0.75,0.8,5,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.0,1.0,"['AgencyID', 'LastName', 'FirstName', 'MiddleInitial', 'Gender', 'AddressLine1', 'AddressLine2', 'PostalCode', 'City', 'State', 'Country', 'Phone', 'Income', 'NumberCars', 'NumberChildren', 'MaritalStatus', 'Age', 'CreditRating', 'OwnOrRentFlag', 'Employer', 'NumberCreditCards', 'NetWorth']","['LastName', 'AgencyID', 'FirstName', 'PostalCode', 'AddressLine2', 'Phone', 'NetWorth', 'AddressLine1', 'Income', 'Employer', 'CreditRating', 'City', 'Age', 'State', 'MiddleInitial', 'Gender', 'NumberCreditCards', 'NumberChildren', 'NumberCars', 'MaritalStatus', 'OwnOrRentFlag', 'Country']",3,0 days 00:02:14.207700,tests_stability,prospect_horizontal_0_ec_av,dataframes
